name,pass,pass_no_perf_gate,pass_no_perf_gate_repro,within_band_vs_baseline,expected,interpreted_median_sec,native_median_sec,baseline_median_sec,speedup_interp,speedup_vs_baseline,interpreted_value,native_value,baseline_value,interpreted_reproducible,native_reproducible,baseline_reproducible,reproducible,reproducible_gate,output_match,interpreted_repeat,native_repeat,baseline_repeat
list_iteration,PASS,PASS,PASS,1,79999800000,0.8656746670021676,0.12969750000047497,0.12829412499559112,53.39653683372446,0.9891796294849268,79999800000.0,79999800000.0,79999800000.0,1,1,1,1,1,True,8,64,64
matrix_elemwise,PASS,PASS,PASS,1,157362600,1.8043850829999428,0.12213095900369808,0.12803212500875816,118.19346037856342,1.04831834657813,157362600.0,157362600.0,157362600.0,1,0,0,0,1,True,8,64,64
