name,pass,pass_no_perf_gate,pass_no_perf_gate_repro,within_band_vs_baseline,expected,interpreted_median_sec,native_median_sec,baseline_median_sec,speedup_interp,speedup_vs_baseline,interpreted_value,native_value,baseline_value,interpreted_reproducible,native_reproducible,baseline_reproducible,reproducible,reproducible_gate,output_match,interpreted_repeat,native_repeat,baseline_repeat
list_iteration,PASS,PASS,PASS,1,79999800000,0.8889459580095718,0.13107791599759366,0.13295291700342204,54.25450664173764,1.014304476780534,79999800000.0,79999800000.0,79999800000.0,1,0,0,0,1,True,8,64,64
matrix_elemwise,PASS,PASS,PASS,1,157362600,1.7903384159872076,0.1187350419932045,0.11777766699378844,120.62746673149266,0.9919368790936137,157362600.0,157362600.0,157362600.0,1,0,0,0,1,True,8,64,64
