name,pass,pass_no_perf_gate,pass_no_perf_gate_repro,within_band_vs_baseline,expected,interpreted_median_sec,native_median_sec,baseline_median_sec,speedup_interp,speedup_vs_baseline,interpreted_value,native_value,baseline_value,interpreted_reproducible,native_reproducible,baseline_reproducible,reproducible,reproducible_gate,output_match,interpreted_repeat,native_repeat,baseline_repeat
list_iteration,PASS,PASS,PASS,1,79999800000,0.8938048749987502,0.1386237499973504,0.12955566598975565,51.58163013283563,0.9345849177520587,79999800000.0,79999800000.0,79999800000.0,1,0,0,0,1,True,8,64,64
matrix_elemwise,PASS,PASS,PASS,1,157362600,1.7913779999944381,0.11710316699463874,0.1208853749994887,122.37947416581494,1.032298084688206,157362600.0,157362600.0,157362600.0,1,0,0,0,1,True,8,64,64
