name,pass,pass_no_perf_gate,pass_no_perf_gate_repro,within_band_vs_baseline,expected,interpreted_median_sec,native_median_sec,baseline_median_sec,speedup_interp,speedup_vs_baseline,interpreted_value,native_value,baseline_value,interpreted_reproducible,native_reproducible,baseline_reproducible,reproducible,reproducible_gate,output_match,interpreted_repeat,native_repeat,baseline_repeat
list_iteration,PASS,PASS,PASS,1,79999800000,0.8953234999935376,0.13234979200933594,0.13354829199670348,54.11861923774729,1.0090555487029629,79999800000.0,79999800000.0,79999800000.0,1,0,0,0,1,True,8,64,64
matrix_elemwise,PASS,PASS,PASS,1,157362600,1.8132885410013841,0.1378024169971468,0.11988091599778272,105.2688961784424,0.8699478471430937,157362600.0,157362600.0,157362600.0,1,0,0,0,1,True,8,64,64
